Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,label
2019/1/7,2019,1,7,0,1,1??-19,155.78,158.04,155.15,156.49,1830200,153.56,-0.000893895,152.1107143,154.9112,green
2019/1/8,2019,1,8,1,1,1??-19,156.09,158.56,155.2,158.15,2207300,155.19,0.01060776,152.1678571,154.8674,green
2019/1/9,2019,1,9,2,1,1??-19,156.73,159.53,156.33,158.46,2099900,155.49,0.001960175,152.2271429,154.756,green
2019/1/10,2019,1,10,3,1,1??-19,158.7,161.98,158.35,161.85,2093900,158.82,0.021393451,152.6492857,154.7124,green
2019/1/11,2019,1,11,4,1,1??-19,160.56,160.76,159.37,160.21,1380400,157.21,-0.010132811,153.0807143,154.6258,green
2019/1/14,2019,1,14,0,2,2??-19,158.37,159.5,157.7,158.02,2004800,155.06,-0.013669615,153.425,154.5156,red
2019/1/15,2019,1,15,1,2,2??-19,156.84,157.87,156.54,157.23,2110700,154.29,-0.004999331,154.0628571,154.371,red
2019/1/16,2019,1,16,2,2,2??-19,157.53,158.42,157.08,157.24,1382100,154.3,6.36E-05,154.3785714,154.2944,red
2019/1/17,2019,1,17,3,2,2??-19,156.4,157.65,156.21,157.26,2176500,154.32,0.000127176,154.4385714,154.2604,red
2019/1/18,2019,1,18,4,2,2??-19,158.76,161.45,158.01,160.79,2494800,157.78,0.022446912,154.7528571,154.2536,red
2019/1/22,2019,1,22,1,3,3??-19,161.61,161.78,159.69,160.84,1699100,157.83,0.00031092,155.0892857,154.1786,red
2019/1/23,2019,1,23,2,3,3??-19,160.57,161.09,157.46,158.93,1569500,155.96,-0.011875175,155.2107143,154.0404,red
2019/1/24,2019,1,24,3,3,3??-19,157.61,157.91,156.43,157.37,2528000,154.42,-0.00981559,155.5664286,153.9018,red
2019/1/25,2019,1,25,4,3,3??-19,158.69,160.11,158.64,158.84,1242700,155.87,0.009340974,155.7214286,153.866,red
2019/1/28,2019,1,28,0,4,4??-19,157.78,158.39,156.88,158.21,1422500,155.25,-0.00396617,155.8421429,153.8626,green
2019/1/29,2019,1,29,1,4,4??-19,159.57,162,159.35,161.22,1558300,158.2,0.01902534,156.0571429,153.963,green
2019/1/30,2019,1,30,2,4,4??-19,161.79,163.75,161.16,162.92,1113500,159.87,0.010544612,156.37,154.1664,green
2019/1/31,2019,1,31,3,4,4??-19,161.18,163.42,159.63,163.01,1645900,159.96,0.000552338,156.4514286,154.3362,green
2019/2/1,2019,2,1,4,4,4??-19,163.91,165.9,163.46,165.76,1324300,162.66,0.016870071,156.8407143,154.5032,green
2019/2/4,2019,2,4,0,5,5??-19,165.48,165.69,163.22,163.5,2106500,160.44,-0.013634071,157.225,154.5982,red
2019/2/5,2019,2,5,1,5,5??-19,165.26,165.99,163.8,164.99,2358600,161.9,0.00911316,157.7685714,154.7542,red
2019/2/6,2019,2,6,2,5,5??-19,163.95,164.62,163.04,163.42,1124800,160.36,-0.009515763,158.2014286,154.8562,red
2019/2/7,2019,2,7,3,5,5??-19,161.75,162.24,159.43,160.69,1361000,157.68,-0.016705475,158.4414286,154.9606,red
2019/2/8,2019,2,8,4,5,5??-19,160.07,161.61,159.08,161.22,1557900,158.2,0.003298379,158.4714286,155.0534,red
2019/2/11,2019,2,11,0,6,6??-19,161.06,161.62,160.63,161.35,1128400,158.33,0.000806428,158.5071429,155.2418,green
2019/2/12,2019,2,12,1,6,6??-19,164.13,167.55,163.89,167.53,1772000,164.39,0.03830167,159.1092857,155.4784,green
2019/2/13,2019,2,13,2,6,6??-19,167.09,168.49,166.79,167.38,1599300,164.25,-0.000895325,159.8114286,155.6532,green
2019/2/14,2019,2,14,3,6,6??-19,166.65,167.6,165.93,166.5,1104100,163.38,-0.005257479,160.3478571,155.8158,green
2019/2/15,2019,2,15,4,6,6??-19,170.54,170.71,167.77,168.54,2573600,165.39,0.012252157,161.0721429,155.915,green
2019/2/19,2019,2,19,1,7,7??-19,168,168.78,167.56,167.86,2221200,164.72,-0.004034527,161.5378571,156.0696,green
2019/2/20,2019,2,20,2,7,7??-19,167.59,171.01,167.59,170.3,2574800,167.11,0.014535946,162.055,156.3666,green
2019/2/21,2019,2,21,3,7,7??-19,170.98,172.3,170.54,171.4,1736500,168.19,0.006459075,162.6428571,156.749,green
2019/2/22,2019,2,22,4,7,7??-19,172.24,173.74,171.55,173.5,1075700,170.25,0.012252172,163.185,157.0908,green
2019/2/25,2019,2,25,0,8,8??-19,173.89,175.01,173.39,174.62,1526800,171.35,0.006455202,163.9642857,157.4438,red
2019/2/26,2019,2,26,1,8,8??-19,173.79,174.89,173.45,173.91,1739200,170.65,-0.004065917,164.5892857,157.7224,red
2019/2/27,2019,2,27,2,8,8??-19,173.4,175.12,172.63,174.5,1451800,171.23,0.003392515,165.3657143,158.0606,red
2019/2/28,2019,2,28,3,8,8??-19,174.81,174.93,173.1,173.24,1698300,170,-0.007220653,166.2457143,158.397,red
2019/3/1,2019,3,1,4,8,8??-19,176.36,176.73,167.86,168.38,3033500,165.23,-0.028053453,166.7478571,158.6138,red
2019/3/4,2019,3,4,0,9,9??-19,168.35,168.91,166.07,168.7,1738100,165.54,0.001900372,167.2628571,158.8314,green
2019/3/5,2019,3,5,1,9,9??-19,168.35,169.94,168.35,168.44,1205900,165.29,-0.001541158,167.3271429,159.079,green
2019/3/6,2019,3,6,2,9,9??-19,168.84,169.68,168.21,169.13,986800,165.96,0.004096374,167.4492857,159.3748,green
2019/3/7,2019,3,7,3,9,9??-19,169.36,169.36,166.82,167.47,1450100,165.19,-0.004665414,167.5785714,159.6738,green
2019/3/8,2019,3,8,4,9,9??-19,168.75,169.52,167.76,169.46,1558400,167.15,0.011882717,167.7042857,160.1096,green
2019/3/11,2019,3,11,0,10,10??-19,169.48,171.31,169.42,171.28,1188800,168.95,0.010739847,168.0064286,160.491,green
2019/3/12,2019,3,12,1,10,10??-19,171.78,172.9,171.39,172.32,1309200,169.97,0.006072064,168.2107143,160.8208,green
2019/3/13,2019,3,13,2,10,10??-19,174.01,175.51,173.64,174.39,1538500,172.02,0.012012482,168.4842857,161.1936,green
2019/3/14,2019,3,14,3,10,10??-19,174.25,174.44,173.17,174.21,1033200,171.84,-0.001032092,168.5978571,161.568,green
2019/3/15,2019,3,15,4,10,10??-19,176.28,176.96,174.43,176.43,3661400,174.03,0.01274305,168.7892857,161.9634,green
2019/3/18,2019,3,18,0,11,11??-19,174.75,174.95,173.43,174.55,1220400,172.17,-0.010655674,168.8978571,162.418,red
2019/3/19,2019,3,19,1,11,11??-19,175.35,175.79,172.62,173.58,1251600,171.22,-0.005557196,168.8971429,162.7684,red
2019/3/20,2019,3,20,2,11,11??-19,175.35,176.87,174.36,176.63,1536400,174.23,0.017571287,169.1992857,163.1818,red
2019/3/21,2019,3,21,3,11,11??-19,174.34,175.83,173.7,175.1,1146300,172.72,-0.008662266,169.7342857,163.5324,red
2019/3/22,2019,3,22,4,11,11??-19,172.1,172.76,169.19,169.86,1384000,167.55,-0.029925731,169.8778571,163.7736,red
2019/3/25,2019,3,25,0,12,12??-19,170.97,171.92,169.56,170,1349700,167.69,0.000824197,170.0492857,163.951,green
2019/3/26,2019,3,26,1,12,12??-19,170.89,171.3,169.69,170.98,1408100,168.65,0.005764716,170.2414286,164.1798,green
2019/3/27,2019,3,27,2,12,12??-19,169.46,170.05,168.69,169.48,1821400,167.17,-0.008772989,170.3828571,164.422,green
2019/3/28,2019,3,28,3,12,12??-19,170.96,173.85,170.73,173.7,1892500,171.34,0.024899633,170.6821429,164.763,green
2019/3/29,2019,3,29,4,12,12??-19,175.35,176.1,173.88,175.93,2158100,173.53,0.012838265,171.0092857,165.1476,green
2019/4/1,2019,4,1,0,13,2019-13,176.84,178.18,176,176.58,1791900,174.18,0.0036947,171.31,165.5448,green
2019/4/2,2019,4,2,1,13,2019-13,177.33,178.18,176.69,178.02,1179700,175.6,0.008154943,171.5657143,165.9012,green
2019/4/3,2019,4,3,2,13,2019-13,181.15,184.53,180.63,182.74,2379600,180.25,0.026514001,172.1664286,166.3496,green
2019/4/4,2019,4,4,3,13,2019-13,183.57,184.04,182.42,183.9,1471400,181.4,0.006347582,172.6928571,166.8584,green
2019/4/5,2019,4,5,4,13,2019-13,184.59,185.43,183.98,184.62,1403400,182.11,0.003915213,173.4028571,167.4122,green
2019/4/8,2019,4,8,0,14,2019-14,185.9,185.92,184.15,184.84,1138500,182.32,0.001191752,174.1957143,167.9412,red
2019/4/9,2019,4,9,1,14,2019-14,185.05,185.05,182.75,182.9,1388200,180.41,-0.010495656,174.6371429,168.4444,red
2019/4/10,2019,4,10,2,14,2019-14,183.39,183.59,179.82,181.02,2443700,178.56,-0.010278819,175.0542857,168.8516,red
2019/4/11,2019,4,11,3,14,2019-14,181.68,181.81,179.77,179.85,1916400,177.4,-0.006463357,175.7578571,169.2022,red
2019/4/12,2019,4,12,4,14,2019-14,180.8,181.13,180.14,180.35,1914500,177.89,0.002780105,176.4864286,169.5608,red
2019/4/15,2019,4,15,0,15,2019-15,180.14,180.43,179.14,180.14,1448000,177.69,-0.001164386,177.1321429,169.8614,red
2019/4/16,2019,4,16,1,15,2019-15,180.08,180.68,178.8,180.62,1749700,178.16,0.002664594,177.9171429,170.2158,red
2019/4/17,2019,4,17,2,15,2019-15,180.64,181.86,179.4,179.91,1663300,177.46,-0.003930813,178.3542857,170.527,red
2019/4/18,2019,4,18,3,15,2019-15,180.12,180.79,179.67,180.4,1547300,177.94,0.002723374,178.6692857,170.8786,red
2019/4/22,2019,4,22,0,16,2019-16,179.85,180.8,178.83,178.9,1002100,176.46,-0.008314888,178.8321429,171.2542,red
2019/4/23,2019,4,23,1,16,2019-16,178.65,179.72,178.55,179.33,1796500,176.89,0.00240368,178.9242857,171.628,red
2019/4/24,2019,4,24,2,16,2019-16,179.01,179.51,177.51,177.62,1780200,175.2,-0.009535508,178.5635714,171.9654,red
2019/4/25,2019,4,25,3,16,2019-16,176.22,176.75,174.92,176.28,2229900,173.88,-0.00754414,178.0264286,172.1552,red
2019/4/26,2019,4,26,4,16,2019-16,175.44,178.26,175.37,178.26,1483900,175.83,0.011231986,177.5778571,172.3868,red
2019/4/29,2019,4,29,0,17,2019-17,176.79,178.26,176.49,177.1,1195400,174.69,-0.00650711,177.0328571,172.613,green
2019/4/30,2019,4,30,1,17,2019-17,177.87,180.56,177.39,180.26,1404200,177.81,0.017842913,176.8471429,172.8614,green
2019/5/1,2019,5,1,2,17,2019-17,179.89,181.2,178.01,178.29,1018300,175.86,-0.010928727,176.6542857,173.0842,green
2019/5/2,2019,5,2,3,17,2019-17,177.93,180.49,177.27,180.49,1691000,178.03,0.012339511,176.6992857,173.3026,green
2019/5/3,2019,5,3,4,17,2019-17,179.68,181.47,179.24,180.96,1248900,178.5,0.002604145,176.7428571,173.5088,green
2019/5/6,2019,5,6,0,18,2019-18,177.83,179.33,177.81,178.63,1407000,176.2,-0.012875861,176.6364286,173.6278,red
2019/5/7,2019,5,7,1,18,2019-18,176.58,176.87,172.91,174.57,2049600,172.19,-0.022728487,176.21,173.6446,red
2019/5/8,2019,5,8,2,18,2019-18,174.43,177.53,174.24,176.54,1264600,174.14,0.011284764,175.9728571,173.7144,red
2019/5/9,2019,5,9,3,18,2019-18,173.2,174.71,171.6,173.35,1999500,170.99,-0.018069508,175.4764286,173.7096,red
2019/5/10,2019,5,10,4,18,2019-18,174.63,182.22,174.27,181.59,2511800,179.12,0.047533838,175.6664286,173.892,red
2019/5/13,2019,5,13,0,19,2019-19,179.74,181.01,177.82,180.68,2328500,178.22,-0.00501139,175.7614286,174.1518,green
2019/5/14,2019,5,14,1,19,2019-19,180.31,182.36,179.78,180.92,2029300,178.46,0.001328444,175.9942857,174.4102,green
2019/5/15,2019,5,15,2,19,2019-19,178.57,182.37,178.32,180.86,1184200,178.4,-0.00033167,176.3171429,174.6724,green
2019/5/16,2019,5,16,3,19,2019-19,185.09,188.97,184.5,187.65,1866600,185.1,0.037542841,176.9792857,175.0552,green
2019/5/17,2019,5,17,4,19,2019-19,188.19,189.45,186.89,189,1737900,186.43,0.007194321,177.8178571,175.48,green
2019/5/20,2019,5,20,0,20,2019-20,186,187.17,184.65,185.26,1383700,182.74,-0.019788469,178.17,175.7918,red
2019/5/21,2019,5,21,1,20,2019-20,186.76,187.44,186.15,187.27,1051500,184.72,0.010849705,178.8028571,176.1072,red
2019/5/22,2019,5,22,2,20,2019-20,187.87,189.72,187.18,188.24,1334800,185.68,0.00517965,179.3492857,176.4214,red
2019/5/23,2019,5,23,3,20,2019-20,185.89,187.04,184.47,185.08,1318500,182.56,-0.016787058,179.6392857,176.6322,red
2019/5/24,2019,5,24,4,20,2019-20,187.37,188.15,185.85,187.86,1025300,185.3,0.015020561,180.2892857,176.9014,red
2019/5/28,2019,5,28,1,21,2019-21,186.94,187.78,183.73,184.31,1483100,181.8,-0.018897104,180.9757143,177.0568,red
2019/5/29,2019,5,29,2,21,2019-21,181.46,183.13,181.21,183.01,1405400,180.52,-0.007053344,181.4314286,177.2238,red
2019/5/30,2019,5,30,3,21,2019-21,182.92,184.21,182.77,183.41,1042000,180.91,0.002185715,182.14,177.4176,red
2019/5/31,2019,5,31,4,21,2019-21,180.3,181.41,179.87,180.55,1757200,178.95,-0.010874545,182.1278571,177.512,red
2019/6/3,2019,6,3,0,22,2019-22,181.47,187.41,181.2,187.28,2882600,185.62,0.037274907,182.6564286,177.77,green
2019/6/4,2019,6,4,1,22,2019-22,187.81,191.35,185.68,191.35,3115200,189.65,0.021732141,183.4557143,178.212,green
2019/6/5,2019,6,5,2,22,2019-22,191.35,192.8,190.49,192.75,3708800,191.04,0.007316429,184.3585714,178.679,green
2019/6/6,2019,6,6,3,22,2019-22,194.31,198.06,193.69,197.35,3468200,195.6,0.023865213,185.1085714,179.218,green
2019/6/7,2019,6,7,4,22,2019-22,200.15,201.11,197.63,200.05,3613300,198.27,0.013681212,185.9542857,179.84,green
2019/6/10,2019,6,10,0,23,2019-23,200.12,202,198.23,200.42,1197400,198.64,0.00184955,187.09,180.386,green
2019/6/11,2019,6,11,1,23,2019-23,201.2,201.82,199.72,200.79,1720000,199.01,0.001846058,188.1107143,180.8956,green
2019/6/12,2019,6,12,2,23,2019-23,201.58,202.28,200.97,201.69,1956300,199.9,0.004482351,189.1264286,181.41,green
2019/6/13,2019,6,13,3,23,2019-23,203.48,203.89,201.64,202.74,2855100,200.94,0.005206061,190.4392857,181.9168,green
2019/6/14,2019,6,14,4,23,2019-23,202.66,203.23,201.43,202.71,1524000,200.91,-0.000148002,191.5542857,182.33,green
2019/6/17,2019,6,17,0,24,2019-24,202.93,203.61,201.04,201.26,1757200,199.47,-0.007153169,192.8164286,182.6914,red
2019/6/18,2019,6,18,1,24,2019-24,204.18,204.76,202.71,204.02,2006900,202.21,0.013713679,194.3657143,183.0934,red
2019/6/19,2019,6,19,2,24,2019-24,202.24,202.47,199.14,200.59,1944700,198.81,-0.016812079,195.6442857,183.4232,red
2019/6/20,2019,6,20,3,24,2019-24,203.65,203.71,201.5,202.34,1703300,200.54,0.008724197,197.1864286,183.8258,red
2019/6/21,2019,6,21,4,24,2019-24,202.64,202.99,202.03,202.13,3770300,200.33,-0.001037837,198.2371429,184.2612,red
2019/6/24,2019,6,24,0,25,2019-25,202.49,203.87,202.03,203.38,1092500,201.57,0.006184212,199.0885714,184.7446,red
2019/6/25,2019,6,25,1,25,2019-25,204.32,204.32,202.71,202.8,1118800,201,-0.002851796,199.8,185.2068,red
2019/6/26,2019,6,26,2,25,2019-25,202.05,202.31,200.56,200.6,1369900,198.82,-0.010848126,200.03,185.6294,red
2019/6/27,2019,6,27,3,25,2019-25,198.7,199.95,198.46,199.53,1532100,197.76,-0.005334045,199.9935714,186.0214,red
2019/6/28,2019,6,28,4,25,2019-25,199.6,201.72,199.12,200.8,6440600,199.02,0.006364949,200.0207143,186.4526,red
2019/7/1,2019,7,1,0,26,2019-26,203.02,203.19,201.51,203,1113300,201.2,0.010956252,200.1771429,186.9178,green
2019/7/2,2019,7,2,1,26,2019-26,202.01,203.97,201.53,203.54,1722400,201.73,0.002659949,200.3078571,187.4232,green
2019/7/3,2019,7,3,2,26,2019-26,202,203.61,201.71,203.61,939500,201.8,0.000344007,200.3692857,187.9214,green
2019/7/5,2019,7,5,4,26,2019-26,201.1,203.17,200.1,202.43,1741300,200.63,-0.005795447,200.3492857,188.43,green
2019/7/8,2019,7,8,0,27,2019-27,201.05,203.64,200.88,201.67,1277100,199.88,-0.003754402,200.3785714,188.95,red
2019/7/9,2019,7,9,1,27,2019-27,202.42,202.61,200.71,200.97,1160700,199.18,-0.003470976,200.1621429,189.417,red
2019/7/10,2019,7,10,2,27,2019-27,202.08,202.65,201.46,201.77,1062000,199.98,0.003980777,200.2457143,189.9228,red
2019/7/11,2019,7,11,3,27,2019-27,201.44,203.06,201.03,202.81,1225200,201.01,0.005154247,200.2792857,190.3868,red
2019/7/12,2019,7,12,4,27,2019-27,203.76,204.72,202.98,203.98,1027600,202.17,0.005768965,200.4107143,190.913,red
2019/7/15,2019,7,15,0,28,2019-28,204.19,205.1,203.71,204.07,869000,202.26,0.000441308,200.46,191.3976,red
2019/7/16,2019,7,16,1,28,2019-28,204.13,205.55,202.45,202.59,1073700,200.79,-0.00725246,200.445,191.8434,red
2019/7/17,2019,7,17,2,28,2019-28,203.54,203.85,201.76,201.82,986700,200.03,-0.003800681,200.5314286,192.32,red
2019/7/18,2019,7,18,3,28,2019-28,202.8,203.68,201.82,203.64,1067500,201.83,0.009017889,200.8221429,192.9128,red
2019/7/19,2019,7,19,4,28,2019-28,202.99,204.61,202.63,203.38,1228300,201.57,-0.001276767,201.0042857,193.4614,red
2019/7/22,2019,7,22,0,29,2019-29,204.59,204.99,203.17,203.58,653400,201.77,0.000983326,201.045,194.077,red
2019/7/23,2019,7,23,1,29,2019-29,204.83,206.82,204.19,206.82,1064800,204.98,0.015915136,201.2771429,194.5942,red
2019/7/24,2019,7,24,2,29,2019-29,204.06,204.19,202.2,202.75,1102800,200.95,-0.019678926,201.2164286,195.0488,red
2019/7/25,2019,7,25,3,29,2019-29,200.39,200.68,196.53,199.89,2084900,198.11,-0.014106087,201.0364286,195.4418,red
2019/7/26,2019,7,26,4,29,2019-29,199.43,201.15,199.32,200.96,1191200,199.17,0.005352991,200.9857143,195.8572,red
2019/7/29,2019,7,29,0,30,2019-30,199.77,200.21,199.25,199.77,1468200,197.99,-0.00592159,200.9007143,196.115,red
2019/7/30,2019,7,30,1,30,2019-30,195.81,197.79,195.75,196.5,2466300,194.75,-0.016368871,200.5271429,196.2814,red
2019/7/31,2019,7,31,2,30,2019-30,195.91,196.19,188.99,191.28,4160900,189.58,-0.02656481,199.7107143,196.4182,red
2019/8/1,2019,8,1,3,30,2019-30,189.61,193.5,189.16,190.42,3762800,188.73,-0.004496097,198.7507143,196.4984,red
2019/8/2,2019,8,2,4,30,2019-30,188.78,189.05,185.83,187.71,2555200,186.04,-0.01423167,197.5921429,196.5056,red
2019/8/5,2019,8,5,0,31,2019-31,190,193.09,189.22,190.63,3074800,188.94,0.015555942,196.7457143,196.6332,green
2019/8/6,2019,8,6,1,31,2019-31,190.3,190.33,185.9,188.76,2352000,187.08,-0.009809635,195.8207143,196.6688,green
2019/8/7,2019,8,7,2,31,2019-31,187.05,191.41,186.62,190.78,2078900,189.08,0.010701474,194.91,196.8144,green
2019/8/8,2019,8,8,3,31,2019-31,190.48,193.43,190,192.61,1927100,190.9,0.009592188,194.1478571,197.022,green
2019/8/9,2019,8,9,4,31,2019-31,189.93,192.8,189.72,191.97,1600200,190.26,-0.00332275,193.3257143,197.209,green
2019/8/12,2019,8,12,0,32,2019-32,193.02,194.64,192.01,192.2,1621600,190.49,0.001198077,192.2907143,197.4398,red
2019/8/13,2019,8,13,1,32,2019-32,192.13,195.61,191.5,192.9,1678700,191.19,0.003641996,191.5935714,197.5512,red
2019/8/14,2019,8,14,2,32,2019-32,188.8,190.32,185.49,185.64,2441100,183.99,-0.03763605,190.585,197.438,red
2019/8/15,2019,8,15,3,32,2019-32,185.71,187.49,185.07,186.64,1508300,184.98,0.0053868,189.5714286,197.3168,red
2019/8/16,2019,8,16,4,32,2019-32,186.68,189.13,186.56,188.79,1198900,187.11,0.011519394,188.7942857,197.147,red
2019/8/19,2019,8,19,0,33,2019-33,189.24,190.33,188.31,189.11,1232100,187.43,0.001695073,188.2714286,196.9302,red
2019/8/20,2019,8,20,1,33,2019-33,188.23,189,186.3,187.69,1364200,186.02,-0.007508844,188.0171429,196.6778,red
2019/8/21,2019,8,21,2,33,2019-33,189.31,189.95,188.61,188.74,1074700,187.06,0.005594387,187.8978571,196.4388,red
2019/8/22,2019,8,22,3,33,2019-33,188.55,189,186.61,187.13,1446700,185.47,-0.008530224,187.8571429,196.1502,red
2019/8/23,2019,8,23,4,33,2019-33,185.64,187.36,181.6,184.26,2119700,182.62,-0.015337018,187.4057143,195.7838,red
2019/8/26,2019,8,26,0,34,2019-34,185.25,185.44,183.83,184.92,1226800,183.28,0.003581862,187.1342857,195.4312,green
2019/8/27,2019,8,27,1,34,2019-34,186.1,186.4,184.37,184.74,1477100,183.1,-0.000973339,186.7071429,195.1038,green
2019/8/28,2019,8,28,2,34,2019-34,184.69,185.93,183.86,184.97,1122700,183.33,0.001244965,186.1664286,194.7262,green
2019/8/29,2019,8,29,3,34,2019-34,188.14,188.44,187.07,187.66,1458900,185.99,0.014542876,185.8614286,194.4698,green
2019/8/30,2019,8,30,4,34,2019-34,188.5,189.24,187.41,188.91,1686800,188.11,0.011376794,185.6914286,194.2212,green
2019/9/3,2019,9,3,1,35,2019-35,187.27,188.14,186.2,187.23,1370200,186.44,-0.008893181,185.3521429,193.9434,red
2019/9/4,2019,9,4,2,35,2019-35,188.04,188.9,186.51,187.56,1210400,186.76,0.001762529,185.55,193.6472,red
2019/9/5,2019,9,5,3,35,2019-35,188.7,189.5,187.1,187.1,1911200,186.31,-0.002452496,185.645,193.3534,red
2019/9/6,2019,9,6,4,35,2019-35,188.52,190.3,187.97,189.52,1066700,188.72,0.012934247,185.76,193.1514,red
2019/9/9,2019,9,9,0,36,2019-36,188.1,188.44,185.03,185.21,2862300,184.42,-0.022741614,185.545,192.8846,green
2019/9/10,2019,9,10,1,36,2019-36,184.11,185.72,183.26,185.72,1788900,184.93,0.002753586,185.4671429,192.6028,green
2019/9/11,2019,9,11,2,36,2019-36,185.67,187.73,185.11,187.61,1292100,186.81,0.010176572,185.4492857,192.315,green
2019/9/12,2019,9,12,3,36,2019-36,190.65,192.62,189.32,191.57,1640200,190.76,0.021107671,185.8271429,192.0956,green
2019/9/13,2019,9,13,4,36,2019-36,192.49,193.71,191.98,192.16,1717100,191.34,0.003079801,186.45,191.8864,green
2019/9/16,2019,9,16,0,37,2019-37,191.6,191.8,187.75,188.52,1263900,187.72,-0.018942563,186.7671429,191.6282,green
2019/9/17,2019,9,17,1,37,2019-37,190.34,193.2,189.75,192.24,1186700,191.42,0.0197327,187.3614286,191.459,green
2019/9/18,2019,9,18,2,37,2019-37,193.45,193.67,191,192.66,1694800,191.84,0.002184743,187.9692857,191.3122,green
2019/9/19,2019,9,19,3,37,2019-37,195.69,196.12,193.92,194.24,1601500,193.42,0.008201015,188.5,191.181,green
2019/9/20,2019,9,20,4,37,2019-37,195.49,196.25,193.1,194.11,2475500,193.29,-0.000669312,188.87,191.0266,green
2019/9/23,2019,9,23,0,38,2019-38,192.65,194,192.55,193.52,859600,192.7,-0.0030395,189.3171429,190.8372,red
2019/9/24,2019,9,24,1,38,2019-38,193.17,193.84,190.85,191.52,1539800,190.71,-0.010334862,189.5992857,190.6062,red
2019/9/25,2019,9,25,2,38,2019-38,190.64,192.87,190.33,192.25,852100,191.43,0.00381159,189.965,190.419,red
2019/9/26,2019,9,26,3,38,2019-38,193.04,193.21,191.48,192.3,1345600,191.48,0.000260086,190.1621429,190.248,red
2019/9/27,2019,9,27,4,38,2019-38,192.16,192.75,190.58,191.55,873900,190.74,-0.003900121,190.6135714,190.0262,red
2019/9/30,2019,9,30,0,39,2019-39,192.52,194.24,192.18,193.72,1027200,192.9,0.01132858,191.1828571,189.8528,red
2019/10/1,2019,10,1,1,39,2019-39,193.93,194.02,188.45,188.55,1127500,187.75,-0.026687971,191.25,189.5724,red
2019/10/2,2019,10,2,2,39,2019-39,185.93,186,182.06,184.11,1996200,183.33,-0.023548119,190.7192857,189.1394,red
2019/10/3,2019,10,3,3,39,2019-39,183.86,184.98,182.28,184.64,955600,183.86,0.002878656,190.185,188.7976,red
2019/10/4,2019,10,4,4,39,2019-39,185.66,187.38,184.22,186.18,1498100,185.39,0.008340539,190.0185714,188.5432,red
2019/10/7,2019,10,7,0,40,2019-40,186,190.34,185.83,188.58,2744100,187.78,0.012890834,189.7585714,188.3154,green
2019/10/8,2019,10,8,1,40,2019-40,187.44,187.45,183.7,184.11,1526600,183.33,-0.023703477,189.1507143,188.0222,green
2019/10/9,2019,10,9,2,40,2019-40,186.11,188.04,185.68,187.39,1266600,186.59,0.017815356,188.6628571,187.859,green
2019/10/10,2019,10,10,3,40,2019-40,190.23,192.06,188.6,191.23,1486200,190.42,0.020492073,188.4578571,187.8758,green
2019/10/11,2019,10,11,4,40,2019-40,192.68,196.54,192.35,194.25,1609600,193.43,0.015792509,188.51,187.9698,green
2019/10/14,2019,10,14,0,41,2019-41,194.3,195.31,192.46,192.53,1213700,191.71,-0.008854599,188.5814286,188.0832,green
2019/10/15,2019,10,15,1,41,2019-41,195.79,198.03,194.89,195.18,1519300,194.35,0.013764051,188.79,188.1914,green
2019/10/16,2019,10,16,2,41,2019-41,197.8,198.18,196.14,196.85,1570400,196.01,0.008556306,189.1135714,188.37,green
2019/10/17,2019,10,17,3,41,2019-41,197.76,198.98,196.55,196.64,958900,195.81,-0.001066867,189.4757143,188.5046,green
2019/10/18,2019,10,18,4,41,2019-41,196.88,197.24,194.94,195.79,1022800,194.96,-0.004322602,189.6228571,188.5858,green
2019/10/21,2019,10,21,0,42,2019-42,195.94,196.05,194.33,194.97,927900,194.14,-0.004188122,190.0792857,188.6634,red
2019/10/22,2019,10,22,1,42,2019-42,193.08,193.68,191.4,191.47,1429700,190.66,-0.017951503,190.6028571,188.6668,red
2019/10/23,2019,10,23,2,42,2019-42,193.76,194.87,193.17,193.7,1227900,192.88,0.011646721,191.2471429,188.7006,red
2019/10/24,2019,10,24,3,42,2019-42,194.31,194.64,192.69,192.99,996600,192.17,-0.003665453,191.7314286,188.8642,red
2019/10/25,2019,10,25,4,42,2019-42,194.39,195.45,194.04,195,1025000,194.17,0.010415015,192.1878571,189.048,red
2019/10/28,2019,10,28,0,43,2019-43,196.31,196.89,195.68,196.77,1216700,195.94,0.009076962,193.0885714,189.2246,green
2019/10/29,2019,10,29,1,43,2019-43,197.77,201.31,197.11,199.11,1080100,198.27,0.011892016,193.9228571,189.4414,green
2019/10/30,2019,10,30,2,43,2019-43,197.87,199.56,196.3,199.19,1110400,198.34,0.000401816,194.4885714,189.6878,green
2019/10/31,2019,10,31,3,43,2019-43,199.18,199.25,196.95,198.35,1303500,197.51,-0.004217029,194.78,189.8968,green
2019/11/1,2019,11,1,4,43,2019-43,198.88,200.05,198.38,198.8,812200,197.96,0.002268712,195.2264286,190.1466,green
2019/11/4,2019,11,4,0,44,2019-44,201.25,201.49,200.12,200.76,1086100,199.91,0.009859038,195.6235714,190.4924,green
2019/11/5,2019,11,5,1,44,2019-44,200.94,201.48,198.95,200.31,1132900,199.46,-0.002241401,195.87,190.816,green
2019/11/6,2019,11,6,2,44,2019-44,201.11,201.6,200.11,201.12,1084500,200.27,0.004043662,196.1885714,191.1594,green
